"Nome","gênero","Ano","Posição"
"Bernard J. Jansen","M",2009,0
"James Pierce","M",2009,0
"Fatima A. Boujarwah","F",2009,0
"Tyler J. Gunn","M",2009,0
"Allen Cypher","M",2009,0
"Duen Horng Chau","F",2009,0
"Ricardo Jota","M",2009,0
"Catherine Courage","F",2009,0
"Kurtis Heimerl","M",2009,0
"Dhaval Vyas","M",2009,0
"Dagmar Kern","F",2009,0
"Mirko Fetter","M",2009,0
"Xia Mao","F",2009,0
"Kevin Makice","M",2009,0
"Jina Huh","F",2009,0
"Pranav Mistry","M",2009,0
"Brad A. Myers","M",2009,0
"Sebastian Heise","M",2009,0
"Michael Budwig","M",2009,0
"Alain Forget","M",2009,0
"John Downs","M",2009,0
"Adam J. Sporka","M",2009,0
"Richard I. Anderson","M",2009,0
"Stefan Rennick Egglestone","M",2009,0
"Edith Law","F",2009,0
"Christopher N. Chapman","M",2009,0
"Bernard J. Jansen","M",2009,0
"Grace Ngai","F",2009,0
"Jhilmil Jain","F",2009,0
"Collin Green","M",2009,0
"Emi Tamaki","F",2009,0
"Yin He","F",2009,0
"Shaun Lawson","M",2009,0
"Hill Hiroki Kobayashi","M",2009,0
"Alistair G. Sutcliffe","M",2009,0
"Stephen S. Intille","M",2009,0
"David Lee","M",2009,0
"Alexander Gruenstein","M",2009,0
"Nan Zang","F",2009,0
"Francesca A. Barrientos","F",2009,0
"Pamela Karr Wisniewski","F",2009,0
"Johann Ari Larusson","M",2009,0
"Tanja Döring","F",2009,0
"Xia Mao","F",2009,0
"Sean A. Munson","M",2009,0
"Jennifer Curtis","F",2009,0
"Jason Zalinger","M",2009,0
"Eric Akaoka","M",2009,0
"Zhiquan Yeo","M",2009,0
"Francis Jambon","M",2009,0
"Rachelle Villalon","F",2009,0
"Georgios Christou","M",2009,0
"Dustin Arthur Smith","M",2009,0
"Dusan Omercevic","M",2009,0
"Greg Demchak","M",2009,0
"Michael Massimi","M",2009,0
"Anja Austermann","F",2009,0
"Jacek Gwizdka","M",2009,0
"Anthony Tang 0001","M",2009,0
"Jiang Yang","M",2009,0
"John M. Daughtry III","M",2009,0
"Sonya S. Nikolova","F",2009,0
"Yuichiro Takeuchi","M",2009,0
"Anne Aula","F",2009,0
"Bieke Zaman","F",2009,0
"Mimi Zhang","F",2009,0
"Helena M. Mentis","F",2009,0
"Masaaki Fukumoto","M",2009,0
"Audrey Girouard","F",2009,0
"Nithya Sambasivan","F",2009,0
"Louise Barkhuus","F",2009,0
"Nathan G. Freier","M",2009,0
"Qifeng Yan","M",2009,0
"Larry L. Constantine","M",2009,0
"Laurens R. Krol","M",2009,0
"Dane Petersen","M",2009,0
"Cristina Sylla","F",2009,0
"Christian Kruschitz","M",2009,0
"Ramsin Khoshabeh","M",2009,0
"Vince Mancuso","M",2009,0
"Jens Gerken","M",2009,0
"Raine A. Kajastila","F",2009,0
"Raimund Dachselt","M",2009,0
"Antti Jylhä","M",2009,0
"Qifeng Yan","M",2009,0
"Mara G. Silva","F",2009,0
"Jeffrey Stylos","M",2009,0
"Susan M. Stevens","F",2009,0
"Gerhard Fischer","M",2009,0
"Alissa Nicole Antle","F",2009,0
"Hyunjeong Lee","F",2009,0
"Jinyoung Kim","F",2009,0
"Aleksandra Sarcevic","F",2009,0
"Carman Neustaedter","F",2009,0
"Grant A. Partridge","M",2009,0
"Jeroen Keijzers","M",2009,0
"Yelena Nakhimovsky","F",2009,0
"Joseph P. Wherton","M",2009,0
"Elizabeth Goodman","F",2009,0
"Aylin Koca","F",2009,0
"Yelena Nakhimovsky","F",2009,0
"Hyunjung Kim","F",2009,0
"Junko Ichino","F",2009,0
"Jaekyung Jung","M",2009,0
"Jason Blackwell","M",2009,0
"JinHa Seong","F",2009,0
"Jerry Alan Fails","M",2009,0
"Anshu Agarwal","F",2009,0
"Cecilia R. Aragon","F",2009,0
"Yeonsoo Yang","M",2009,0
"Howell O. Istance","M",2009,0
"Nathalie Colineau","F",2009,0
"Nicolas Belloni","M",2009,0
"Saul Greenberg","M",2009,0
"Pooja Mathur","F",2009,0
"Rock Leung","M",2009,0
"Alissa Nicole Antle","F",2009,0
"Lillian Smith","F",2009,0
"Paul Gnanayutham","M",2009,0
"Jens Bombolowsky","M",2009,0
"Yolanda Vazquez-Alvarez","F",2009,0
"Cati Vaucelle","F",2009,0
"Ravi K. Vatrapu","M",2009,0
"Martin Tall","M",2009,0
"Aditya Sankar","M",2009,0
"Chang Hu","M",2009,0
"Anne Roudaut","F",2009,0
"Pranav Mistry","M",2009,0
"Lisa Neal Gualtieri","F",2009,0
"David England","M",2009,0
"Tom Tullis","M",2009,0
"Brian O'Neill","M",2009,0
"Kimiko Ryokai","F",2009,0
"Timothy Sohn","M",2009,0
"Pooja Mathur","F",2009,0
"Hannamari Saarenpää","F",2009,0
"Ian Douglas","M",2009,0
"Mona Haraty","F",2009,0
"Hee Rin Lee","F",2009,0
"Jay Chen","M",2009,0
"Boram Lee","F",2009,0
"Ivo Roes","M",2009,0
"Nate Bolt","M",2009,0
"Andreas Bulling","M",2009,0
"Yoshinori Kobayashi","M",2009,0
"Moira Burke","F",2010,0
"Karyn Moffatt","F",2010,0
"Keith Vertanen","M",2010,0
"Amy K. Karlson","F",2010,0
"Nelson Wong","M",2010,0
"Sun Young Park","M",2010,0
"Jacek Jankowski","M",2010,0
"Anuj Kumar","M",2010,0
"Dagmar Kern","F",2010,0
"Anne Aula","F",2010,0
"Quan Xu","M",2010,0
"Kimberly Weaver","F",2010,0
"Andrea Bianchi","F",2010,0
"Frederic Stutzman","M",2010,0
"Anna Cavender","F",2010,0
"Ahmed Sabbir Arif","M",2010,0
"Nicholas Diakopoulos","M",2010,0
"Alireza Sahami Shirazi","M",2010,0
"Michelle L. Mazurek","F",2010,0
"Vaiva Kalnikaité","F",2010,0
"Julie S. Downs","F",2010,0
"Rikke Aarhus","F",2010,0
"Shikoh Gitau","M",2010,0
"Carl F. DiSalvo","M",2010,0
"Tuula Kärkkäinen","F",2010,0
"Thomas N. Smyth","M",2010,0
"Jilin Chen","M",2010,0
"Robert G. Capra","M",2010,0
"Maurice Chu","M",2010,0
"David Ahlström","M",2010,0
"Chris Parnin","M",2010,0
"William W. Gaver","M",2010,0
"Björn Hartmann","M",2010,0
"Gary Hsieh","M",2010,0
"Daisy Yoo","F",2010,0
"Jeremy P. Birnholtz","M",2010,0
"Carman Neustaedter","F",2010,0
"Kei Nakatsuma","M",2010,0
"Nithya Sambasivan","F",2010,0
"Sharon Lynn Chu Yew Yee","F",2010,0
"Xiang Cao","M",2010,0
"Bernard J. Jansen","M",2010,0
"Xiaojun Bi","F",2010,0
"Jussi Huhtala","M",2010,0
"Caroline Appert","F",2010,0
"Fanny Chevalier","F",2010,0
"Jill Palzkill Woelfer","F",2010,0
"Alexander De Luca","M",2010,0
"Sean A. Munson","M",2010,0
"Nicolai Marquardt","M",2010,0
"Neil Patel","M",2010,0
"Jeff Sauro","M",2010,0
"Matti Rantanen","M",2010,0
"Daniela Petrelli","F",2010,0
"Caroline Appert","F",2010,0
"Christopher A. Le Dantec","M",2010,0
"Michael J. Muller","M",2010,0
"David Kim","M",2010,0
"Nithya Sambasivan","F",2010,0
"Beste F. Yuksel","F",2010,0
"Myoungsu Cho","M",2010,0
"Jill Cao","F",2010,0
"Hitomi Tsujita","F",2010,0
"Sen H. Hirano","M",2010,0
"William Steptoe","M",2010,0
"Shamsi T. Iqbal","M",2010,0
"Brian Ferris","M",2010,0
"Peter Brandl","M",2010,0
"Katherine A. Panciera","F",2010,0
"Yingxin Pan","F",2010,0
"Yuta Sugiura","M",2010,0
"Florian Block","M",2010,0
"Allison Druin","F",2010,0
"Björn Hartmann","M",2010,0
"Patrick Gage Kelley","M",2010,0
"Meredith Ringel Morris","F",2010,0
"Michael Massimi","M",2010,0
"Saleema Amershi","F",2010,0
"Brian Dorn","M",2010,0
"Dvijesh Shastri","M",2010,0
"Joseph Lawrance","M",2010,0
"Jina Huh","F",2010,0
"David K. McGookin","M",2010,0
"Hyunyoung Song","F",2010,0
"Ning Wang","F",2010,0
"Erica L. Olmsted-Hawala","F",2010,0
"Ben Medler","M",2010,0
"Sebastian Boring","M",2010,0
"Feng Tian","M",2010,0
"David Dearman","M",2010,0
"Alexandra Weilenmann","F",2010,0
"Jodi Forlizzi","F",2010,0
"Andrew J. Ko","M",2010,0
"Xiaojuan Ma","F",2010,0
"Steve Sheng","M",2010,0
"Patti Bao","F",2010,0
"Gazihan Alankus","M",2010,0
"Umer Farooq","M",2010,0
"Henriette S. M. Cramer","F",2010,0
"Carlos Jensen","M",2010,0
"Leonardo Bonanni","M",2010,0
"James Pierce","M",2010,0
"Martin Pielot","M",2010,0
"Catalina L. Toma","F",2010,0
"Julie Rico","F",2010,0
"Julia Schwarz","F",2010,0
"Manuel Freire","M",2010,0
"Grace de la Flor","F",2010,0
"Xiaomu Zhou","M",2010,0
"Eve E. Hoggan","F",2010,0
"Steven P. Dow","M",2010,0
"Katherine Isbister","F",2010,0
"Lilly Irani","F",2010,0
"Chris Harrison","M",2010,0
"Chang Yan Chi","M",2010,0
"Andrew Besmer","M",2010,0
"Lena Mamykina","F",2010,0
"Anne Marie Piper","F",2010,0
"Kenton T. Unruh","M",2010,0
"Yuichiro Takeuchi","M",2010,0
"Jilin Chen","M",2010,0
"Takanori Komatsu","M",2010,0
"Grace YoungJoo Jeon","F",2010,0
"Simon Rogers","M",2010,0
"Louise Barkhuus","F",2010,0
"Elisabeth Sylvan","F",2010,0
"Michael Haller","M",2010,0
"Meredith M. Skeels","F",2010,0
"Xiaojun Bi","F",2010,0
"Stacey Kuznetsov","F",2010,0
"Aruna D. Balakrishnan","F",2010,0
"Daniela Karin Rosner","F",2010,0
"Sunyoung Kim","F",2010,0
"Michael S. Bernstein","M",2010,0
"John Williamson","M",2010,0
"Madeline Balaam","F",2010,0
"Hayes Raffle","M",2010,0
"Yang Li","M",2010,0
"Philip Inglesant","M",2010,0
"Paula M. Bach","F",2010,0
"Yunan Chen","M",2010,0
"Aleksandra Sarcevic","F",2010,0
"Kerry Rodden","F",2010,0
"Julie Wagner","F",2010,0
"Ashish Kapoor","M",2010,0
"Andrea Civan-Hartzler","F",2010,0
"Dario D. Salvucci","M",2010,0
"Thea Turner","F",2010,0
"Ian Li","M",2010,0
"Thomas N. Smyth","M",2010,0
"Greg Walsh","M",2010,0
"Patrick Dubroy","M",2010,0
"Predrag V. Klasnja","M",2010,0
"Giulio Jacucci","M",2010,0
"Yannick Assogba","M",2010,0
"Jessie Chin","F",2010,0
"Maurits Clemens Kaptein","M",2010,0
"Orit Shaer","F",2010,0
"Adam D. I. Kramer","M",2010,0
"Matt Billings","M",2010,0
"Wei Dong","F",2010,0
"Enrico Costanza","M",2010,0
"Tovi Grossman","F",2010,0
"Clara Mancini","F",2010,0
"Casey Dugan","F",2010,0
"Helen Ai He","F",2010,0
"Qing Wang","F",2010,0
"Jing Li","F",2010,0
"Jun Zhang 0008","M",2010,0
"Jun Liu","M",2010,0
"Siamak Faridani","M",2010,0
"Ben Kirman","M",2010,0
"Shreeharsh Kelkar","M",2010,0
"Chris Harrison","M",2010,0
"Edward Lank","M",2010,0
"Jaime Teevan","M",2010,0
"Arvid Engström","M",2010,0
"Daniel Ashbrook","M",2010,0
"Ban Al-Ani","F",2010,0
"Scott Davidoff","M",2010,0
"Sureyya Tarkan","M",2010,0
"Alain Forget","M",2010,0
"Chris Harrison","M",2010,0
"Sven Seuken","M",2010,0
"Tamara Denning","F",2010,0
"Tyler Pace","M",2010,0
"Qinying Liao","F",2010,0
"Shaowen Bardzell","M",2010,0
"Siân E. Lindley","F",2010,0
"Batya Friedman","F",2010,0
"Daniel Vogel 0001","M",2010,0
"Sylvain Malacria","M",2010,0
"Magy Seif El-Nasr","F",2010,0
"Jennifer Thom-Santelli","F",2010,0
"Patrick Baudisch","M",2010,0
"Diane Kelly 0001","F",2010,0
"Scott Bateman","M",2010,0
"Antti Oulasvirta","M",2010,0
"Yang Li","M",2010,0
"Kenton O'Hara","M",2010,0
"Ian Stavness","M",2010,0
"Kevin Huang","M",2010,0
"Julie Maitland","F",2010,0
"Tejinder K. Judge","M",2010,0
"Morgan Dixon","F",2010,0
"Jeffrey M. Quinn","M",2010,0
"Yann Riche","M",2010,0
"Shlomo Berkovsky","M",2010,0
"William Odom","M",2010,0
"Nicola J. Bidwell","F",2010,0
"Daniel S. Eisenberg","M",2010,0
"Ricardo Villamarín-Salomón","M",2010,0
"Amy L. Gonzales","F",2010,0
"Karin Nieuwenhuizen","F",2010,0
"Eric P. S. Baumer","M",2010,0
"Kaisa Väänänen-Vainio-Mattila","F",2010,0
"Anthony J. Hornof","M",2010,0
"Anna Wu","F",2010,0
"Joe Tullio","M",2010,0
"Mauro Cherubini","M",2010,0
"Morten Bohøj","M",2010,0
"Brit Susan Jensen","F",2010,0
"Saqib Saeed","M",2010,0
"Sarah Vieweg","F",2010,0
"Michael A. Terry","M",2010,0
"Dario D. Salvucci","M",2010,0
"Stacy M. Branham","F",2010,0
"Divya Ramachandran","F",2010,0
"Bobby Beaton","M",2010,0
"Fatih Kursat Ozenc","M",2010,0
"Hyunjoo Song","F",2010,0
"Ian Li","M",2010,0
"Jeffrey Heer","M",2010,0
"Sasank Reddy","M",2010,0
"Jennifer Stoll","F",2010,0
"Tejinder K. Judge","M",2010,0
"Jingtao Wang","M",2010,0
"Lichan Hong","F",2010,0
"Eleanor Jones","F",2010,0
"Peter Dalsgård","M",2010,0
"Petra Sundström","F",2010,0
"Ying Liu","F",2010,0
"Derek Lackaff","M",2010,0
"Ivaylo Ilinkin","M",2010,0
"Peter Scupelli","M",2010,0
"Chris Harrison","M",2010,0
"Craig D. Stewart","M",2010,0
"Brent Hecht","M",2010,0
"Philip Tuddenham","M",2010,0
"Christian Holz","M",2010,0
"Valentina Grigoreanu","F",2010,0
"Christopher Andrews","M",2010,0
"Chunyuan Liao","M",2010,0
"Seunghwan Lee","M",2010,0
"Gilles Bailly","M",2010,0
"Jan Blom","M",2010,0
"Joel Brandt","M",2010,0
"Junius Gunaratne","M",2010,0
"Lauren Wilcox","F",2010,0
"Juan Pablo Hourcade","M",2010,0
"Emilee J. Rader","F",2010,0
"Gina Venolia","F",2010,0
"Svetlana Yarosh","F",2010,0
"Martin Saerbeck","M",2010,0
"Kai Kuikkaniemi","M",2010,0
"Brian Lee","M",2010,0
"Greg Walsh","M",2010,0
"Rainer Böhme","M",2010,0
"Grace Ngai","F",2010,0
"Jure Leskovec","M",2010,0
"Brian P. Bailey","M",2010,0
"Andrew Bragdon","M",2010,0
"Parmit K. Chilana","M",2010,0
"Heather Richter Lipford","F",2010,0
"Cliff Lampe","M",2010,0
"David R. Flatla","M",2010,0
"Jon Froehlich","M",2010,0
"Ruogu Kang","M",2010,0
"Joe Marshall","M",2010,0
"Lauren Wilcox","F",2010,0
"Mark S. Hancock","M",2010,0
"Daniel Dixon","M",2010,0
"Susan Wyche","F",2010,0
"Daniel Sjölie","M",2010,0
"Qingzi Vera Liao","F",2010,0
"Youngwoo Park","M",2010,0
"Ben Neill","M",2010,0
"David Coyle","M",2010,0
"Janet C. Read","F",2010,0
"Christopher Burns","M",2010,0
"Eun Kyoung Choe","F",2010,0
"Tarek H. Mokhtar","M",2010,0
"Neha Kumar","F",2010,0
"Garett O. Dworman","M",2010,0
"Yannick Assogba","M",2010,0
"Mark Blythe","M",2010,0
"Maria Karam","F",2010,0
"Brooke Foucault Welles","F",2010,0
"Pradeep Buddharaju","M",2010,0
"Martin Spindler","M",2010,0
"Melissa Ho","F",2010,0
"Gale Moore","F",2010,0
"Celine Latulipe","F",2010,0
"Qi Guo","M",2010,0
"Jaime Sánchez","M",2010,0
"Niamh Caprani","F",2010,0
"Sean Follmer","M",2010,0
"Joel E. Fischer","M",2010,0
"Ana Luisa Santos","F",2010,0
"Robert Fraher","M",2010,0
"Greg Little","M",2010,0
"Kentaro Go","M",2010,0
"Ivan Poupyrev","M",2010,0
"Rachel Hinman","F",2010,0
"Enrico Costanza","M",2010,0
"Albrecht Schmidt 0001","M",2010,0
"Devi Archana Paladugu","F",2010,0
"Huimin Qian","F",2010,0
"Javier Sánchez","M",2010,0
"Andrés Lucero","M",2010,0
"Michael Massimi","M",2010,0
"Ohad Inbar","M",2010,0
"Jack Beaton","M",2010,0
"Ben Kirman","M",2010,0
"Steven Strachan","M",2010,0
"Suzanne Prior","F",2010,0
"Seungju Han","M",2010,0
"Rose M. G. Johnson","F",2010,0
"Elizabeth F. Churchill","F",2010,0
"Donghee Yvette Wohn","F",2010,0
"Evangelos Karapanos","M",2010,0
"Bastian Pfleging","M",2010,0
"William Jones","M",2010,0
"Kay Hofmeester","F",2010,0
"Mirko Fetter","M",2010,0
"Hiroaki Tobita","M",2010,0
"Marianna Obrist","F",2010,0
"Keith A. Butler","M",2010,0
"Takashi Nagamatsu","M",2010,0
"Yuichi Fujiki","M",2010,0
"Peter Fröhlich","M",2010,0
"Jeremy T. Barksdale","M",2010,0
"Amanda Rotondo","F",2010,0
"Jennifer Pearson 0001","F",2010,0
"Conor Linehan","M",2010,0
"Hui Li","F",2010,0
"Janet Davis","F",2010,0
"Yann Riche","M",2010,0
"Andrea Lockerd Thomaz","F",2010,0
"Maria Karam","F",2010,0
"Masahide Yuasa","M",2010,0
"Gilly Leshed","F",2010,0
"Matthew Burtner","M",2010,0
"Taciana Pontual Falcão","F",2010,0
"Bugra Oktay","M",2010,0
"Stephen Kimani","M",2010,0
"Matthew Kam","M",2010,0
"Avinash Wesley","M",2010,0
"Florian Echtler","M",2010,0
"Celine Latulipe","F",2010,0
"Jina Huh","F",2010,0
"Hwajung Hong","F",2010,0
"Nicholas Diakopoulos","M",2010,0
"Anne Marie Piper","F",2010,0
"Madeline Balaam","F",2010,0
"Yoshinori Kobayashi","M",2010,0
"Christian Corsten","M",2010,0
"Jingtao Wang","M",2010,0
"Michael Massimi","M",2010,0
"Duncan Rowland","M",2010,0
"Peter Kinnaird","M",2010,0
"Neil Patel","M",2010,0
"Paul André","M",2010,0
"Nick Sheep Dalton","M",2010,0
"Jaime Sánchez","M",2010,0
"Rohit Ashok Khot","M",2010,0
"Andrea L. Mascher","F",2010,0
"Omar Khan","M",2010,0
"Jina Huh","F",2010,0
"Kanayo Ogura","M",2010,0
"Alex Kuhn","M",2010,0
"Sergi Jordà","M",2010,0
"Shogo Fukushima","M",2010,0
"Paula M. Bach","F",2010,0
"Jürgen Steimle","M",2010,0
"Caroline Jarrett","F",2010,0
"Bernard J. Jansen","M",2010,0
"Eduardo H. Calvillo Gámez","M",2010,0
"Anita Komlodi","F",2010,0
"Sarah Mennicken","F",2010,0
"Ralf Biedert","M",2010,0
"Cati Vaucelle","F",2010,0
"Jochen Huber","M",2010,0
"Christopher A. Le Dantec","M",2010,0
"Andrew P. McPherson","M",2010,0
"Bernard J. Jansen","M",2010,0
"Jeff A. Johnson","M",2010,0
"Weston Sewell","M",2010,0
"Sampada Sameer Marathe","F",2010,0
"Tejinder K. Judge","M",2010,0
"Fabian Hemmert","M",2010,0
"Roger B. Dannenberg","M",2010,0
"Yuzhen Niu","F",2010,0
"Sophia B. Liu","F",2010,0
"Brad A. Myers","M",2010,0
"Staas de Jong","M",2010,0
"Jill Coffin","F",2010,0
"Dorrit Billman","F",2010,0
"Conor Linehan","M",2010,0
"Dana Rotman","F",2010,0
"Travis Kriplean","M",2010,0
"Omar Mubin","M",2010,0
"Andrew Crossan","M",2010,0
"Garth Shoemaker","M",2010,0
"Do Hyong Koh","M",2010,0
"Cristina Sylla","F",2010,0
"Ken Hinckley","M",2010,0
"Janaki Kumar","F",2010,0
"Yang Chen","M",2010,0
"Kayur Patel","M",2010,0
"Johannes de Boer","M",2010,0
"Julia H. Grace","F",2010,0
"Minyoung Song","F",2010,0
"Ross Shannon","M",2010,0
"Batya Friedman","F",2010,0
"Julie Rico","F",2010,0
"Guy Hoffman","M",2010,0
"Karl D. D. Willis","M",2010,0
"Cristóbal Martinez","M",2010,0
"Yoonjung Hong","F",2010,0
"Bernard J. Jansen","M",2010,0
"Yelena Nakhimovsky","F",2010,0
"Solomon Bisker","M",2010,0
"Yurong He","F",2010,0
"Alain Forget","M",2010,0
"Jinha Lee","F",2010,0
"Richard Shay","M",2010,0
"Hee Rin Lee","F",2010,0
"Tad Hirsch","M",2010,0
"Ying Liu 0004","F",2010,0
"Lindsay Reynolds","F",2010,0
"Qifeng Yan","M",2010,0
"Fahimeh Raja","F",2010,0
"Craig S. Tashman","M",2010,0
"Karen Holtzblatt","F",2010,0
"Elizabeth A. Buie","F",2010,0
"Satya Viswanathan","M",2010,0
"Kimiko Ryokai","F",2010,0
"YoungJoo Jeong","M",2010,0
"Jun Ki Lee","M",2010,0
"Soni Meckem","F",2010,0
"Jhilmil Jain","F",2010,0
"Jens Gerken","M",2010,0
"Shannon C. McMullen","F",2010,0
"James Deen","M",2010,0
"Carola Fellenz Thompson","F",2010,0
"Eve Powell","F",2010,0
"Aleecia M. McDonald","F",2010,0
"Ian Li","M",2010,0
"Georg Buscher","M",2010,0
"David England","M",2010,0
"Gilbert Cockton","M",2010,0
"Alan H. Karp","M",2010,0
"Fabian Hemmert","M",2010,0
"Hrvoje Benko","M",2010,0
"Keith A. Butler","M",2010,0
"Heiko Drewes","M",2010,0
"Talya Porat","F",2010,0
"Carl F. DiSalvo","M",2010,0
"Sunjun Kim","M",2010,0
"Ankur Sardana","M",2010,0
"Edward Tse","M",2010,0
"Dzmitry Tsetserukou","M",2010,0
"Rebecca Fiebrink","F",2010,0
"Binaebi Akah","M",2010,0
"Brett N. Harris","M",2010,0
"Marco de Sá","M",2010,0
"Simon Robinson","M",2010,0
"Rachael Bradley","F",2010,0
"Kenny K. N. Chow","M",2010,0
"Nadine Amsel","F",2010,0
"Matthew L. Lee","M",2010,0
"Evgeny Bogdanov","M",2010,0
"Elizabeth A. Buie","F",2010,0
"Dan Mauney","M",2010,0
"Bart P. Knijnenburg","M",2010,0
"Abdullah Al Mahmud","M",2010,0
"Troy L. McDaniel","M",2010,0
"Jakob Tholander","M",2010,0
"Rebecca E. Grinter","F",2010,0
"Sreekar Krishna","M",2010,0
"Dai Tang","F",2010,0
"Eric D. Lyon","M",2010,0
"Stephanie Rosenbaum","F",2010,0
"Yevgen Borodin","M",2010,0
"Steven C. Seow","M",2010,0
"Erika Reponen","F",2010,0
"Jhilmil Jain","F",2010,0
"Jieun Sung","F",2010,0
"Manohar Ganesan","M",2010,0
"Elba del Carmen Valderrama Bahamóndez","F",2010,0
"Shari Trewin","F",2010,0
"Paul Hoover","M",2010,0
"David A. Siegel","M",2010,0
"Tad Hirsch","M",2010,0
"Sapna Bedi","F",2010,0
"Tracy Anne Hammond","F",2010,0
"Daniela Karin Rosner","F",2010,0
"Fabian Hemmert","M",2010,0
"Juan David Hincapié-Ramos","M",2010,0
"Sonja Maier","F",2010,0
"Katie Seaborn","F",2010,0
"Sheng Kai Tang","M",2010,0
"Frank R. Bentley","M",2010,0
"Derek Foster","M",2010,0
"Joel Ross","M",2010,0
"Rahmad Dawood","M",2010,0
"Hiroki Yamada","M",2010,0
"Max Van Kleek","M",2010,0
"Paul Tanner","M",2010,0
"Júnia Coutinho Anacleto Silva","F",2010,0
"Heekyoung Jung","F",2010,0
"Deepak Jagdish","M",2010,0
"Kevin Makice","M",2010,0
"Ondrej Polácek","M",2010,0
"Maki Nakagawa","F",2010,0
"Tanja Döring","F",2010,0
"Aurie Y. Hsu","F",2010,0
"Blaine A. Price","M",2010,0
"Sven Gehring","M",2010,0
"Lindsay Grace","F",2010,0
"Elizabeth Stobert","F",2010,0
"Theophanis Tsandilas","M",2010,0
"Jürgen Ziegler 0001","M",2010,0
"Minyoung Song","F",2010,0
"Audrey Girouard","F",2010,0
"Max Pfeiffer","M",2010,0
"George T. Hayes","M",2010,0
"Niels Henze","M",2010,0
"Javier Sánchez","M",2010,0
"Tracy Hammond","F",2010,0
"Deirdre Garrahan","F",2010,0
"Joseph Nesbitt","M",2010,0
"Ohan Oda","M",2010,0
"Helen Petrie","F",2010,0
"Monique Janneck","F",2010,0
"Enrico Bertini","M",2010,0
"Claudia Nass","F",2010,0
"Glenda Revelle","F",2010,0
"Yvonne Jansen","F",2010,0
"Gil Weinberg","M",2010,0
"Zi Ye","F",2010,0
"Rob Diaz-Marino","M",2010,0
"Jesse Burstyn","M",2010,0
"Myounghoon Jeon","M",2010,0
"Akira Nakayasu","M",2010,0
"Mohammadreza Khalilbeigi","M",2010,0
"Ying Zhang","F",2010,0
"Hye Yeon Nam","F",2010,0
"Nicolai Marquardt","M",2010,0
"Hyesook Kim","F",2010,0
"Eleanor Poley","F",2010,0
"Benny Lin","M",2010,0
"Timothy Sohn","M",2010,0
"Momoko Nakatani","F",2010,0
"Amanda M. Williams","F",2010,0
"Jonathan Back","M",2010,0
"Mohan Raj Rajamanickam","M",2010,0
"Tom Tullis","M",2010,0
"Lucia Terrenghi","F",2010,0
"Yossi Avnon","M",2010,0
"Daniel Wigdor","M",2010,0
"Nis Bornoe","M",2010,0
"Henry Been-Lirn Duh","M",2010,0
"Jan-Peter Krämer","M",2010,0
"Samuel Johnson","M",2010,0
"Jill Palzkill Woelfer","F",2010,0
"Thomas Visser","M",2010,0
"Kurt Luther","M",2010,0
"Abhay Sukumaran","M",2010,0
"ByungIn Yoo","M",2010,0
"Ali Israr","M",2010,0
"Wonjun Lee","M",2010,0
"Matthew Kay","M",2010,0
"Samantha L. Finkelstein","F",2010,0
"Joshua M. Hailpern","M",2010,0
"Florian Geyer","M",2010,0
"Andrea Bianchi","F",2010,0
"Lester J. Holtzblatt","M",2010,0
"Felix Portnoy","M",2010,0
"Lilly Irani","F",2010,0
"Boris Smus","M",2010,0
"Sean White","M",2010,0
"Stephen H. Choi","M",2010,0
"Heli Väätäjä","F",2010,0
"Susanne Tak","F",2010,0
"Mathias Lux","M",2010,0
"Heewon Lee","F",2010,0
"Kurt Luther","M",2010,0
"Kerry Rodden","F",2010,0
"Barry A. T. Brown","M",2010,0
"Jan Van den Bergh","M",2010,0
"William Billingsley","M",2010,0
"Sara Motiee","F",2010,0
"Max L. Wilson","M",2010,0
"Hannu Korhonen","M",2010,0
"Eran Toch","M",2010,0
"Andrea Taylor","F",2010,0
"Petr Slovák","M",2010,0
"Dieter Drobny","M",2010,0
"Chadwick A. Wingrave","M",2010,0
"Yoonjung Hong","F",2010,0
"Josh Coe","M",2010,0
"Inbal Reif","F",2010,0
"Fabian Hemmert","M",2010,0
"Anja Austermann","F",2010,0
"Gilbert Cockton","M",2010,0
"Carol M. Barnum","F",2010,0
"Megan K. Halpern","F",2011,0
"Kimiko Ryokai","F",2011,0
"Irina Shklovski","F",2011,0
"Kathleen Tuite","F",2011,0
"Barry A. T. Brown","M",2011,0
"Peter Bogunovich","M",2011,0
"Sanne Elling","F",2011,0
"Esben Warming Pedersen","M",2011,0
"Gary Hsieh","M",2011,0
"Jaime Ruiz","M",2011,0
"Sukeshini A. Grandhi","F",2011,0
"Andrés Monroy-Hernández","M",2011,0
"Yannick Assogba","M",2011,0
"Predrag V. Klasnja","M",2011,0
"Fei Lv","M",2011,0
"Amy Voida","F",2011,0
"Kenrick Kin","M",2011,0
"Chen Zhao","M",2011,0
"Michael Massimi","M",2011,0
"Idin Karuei","M",2011,0
"Xiao Dong","F",2011,0
"Cecil Lozano","M",2011,0
"Yla R. Tausczik","F",2011,0
"Shamsi T. Iqbal","M",2011,0
"Deepti Kumar","F",2011,0
"Moira Burke","F",2011,0
"Betsy James DiSalvo","F",2011,0
"Thorsten Karrer","M",2011,0
"Jina Huh","F",2011,0
"Alex Mitchell 0001","M",2011,0
"Ido Guy","M",2011,0
